Time,QueueID,Allocation,FairShare
199,test-queue3,0.000000,8.000000
199,test-department,16.000000,16.000000
199,test-queue1,16.000000,0.000000
200,test-department,16.000000,16.000000
200,test-queue1,16.000000,0.000000
200,test-queue2,0.000000,8.000000
200,test-queue3,0.000000,8.000000
201,test-queue2,0.000000,8.000000
201,test-queue3,0.000000,8.000000
201,test-department,16.000000,16.000000
201,test-queue1,16.000000,0.000000
202,test-queue1,16.000000,0.000000
202,test-queue2,0.000000,8.000000
202,test-queue3,0.000000,8.000000
202,test-department,16.000000,16.000000
203,test-department,16.000000,16.000000
203,test-queue1,16.000000,0.000000
203,test-queue2,0.000000,8.000000
203,test-queue3,0.000000,8.000000
204,test-queue2,0.000000,8.000000
204,test-queue3,0.000000,8.000000
204,test-department,16.000000,16.000000
204,test-queue1,16.000000,0.000000
205,test-queue2,0.000000,8.000000
205,test-queue3,0.000000,8.000000
205,test-department,16.000000,16.000000
205,test-queue1,16.000000,0.000000
206,test-department,16.000000,16.000000
206,test-queue1,16.000000,0.000000
206,test-queue2,0.000000,8.000000
206,test-queue3,0.000000,8.000000
207,test-queue1,16.000000,0.000000
207,test-queue2,0.000000,8.000000
207,test-queue3,0.000000,8.000000
207,test-department,16.000000,16.000000
208,test-queue2,0.000000,8.000000
208,test-queue3,0.000000,8.000000
208,test-department,16.000000,16.000000
208,test-queue1,16.000000,0.000000
209,test-department,16.000000,16.000000
209,test-queue1,16.000000,0.000000
209,test-queue2,0.000000,8.000000
209,test-queue3,0.000000,8.000000
210,test-department,16.000000,16.000000
210,test-queue1,16.000000,0.000000
210,test-queue2,0.000000,8.000000
210,test-queue3,0.000000,8.000000
211,test-queue3,0.000000,8.000000
211,test-department,16.000000,16.000000
211,test-queue1,16.000000,0.000000
211,test-queue2,0.000000,8.000000
212,test-queue2,0.000000,8.000000
212,test-queue3,0.000000,8.000000
212,test-department,16.000000,16.000000
212,test-queue1,16.000000,0.000000
213,test-department,16.000000,16.000000
213,test-queue1,16.000000,0.000000
213,test-queue2,0.000000,8.000000
213,test-queue3,0.000000,8.000000
214,test-queue1,16.000000,0.000000
214,test-queue2,0.000000,8.000000
214,test-queue3,0.000000,8.000000
214,test-department,16.000000,16.000000
215,test-queue2,0.000000,8.000000
215,test-queue3,0.000000,8.000000
215,test-department,16.000000,16.000000
215,test-queue1,16.000000,0.000000
216,test-queue3,0.000000,8.000000
216,test-department,16.000000,16.000000
216,test-queue1,16.000000,0.000000
216,test-queue2,0.000000,8.000000
217,test-queue1,16.000000,0.000000
217,test-queue2,0.000000,8.000000
217,test-queue3,0.000000,8.000000
217,test-department,16.000000,16.000000
218,test-queue1,16.000000,0.000000
218,test-queue2,0.000000,8.000000
218,test-queue3,0.000000,8.000000
218,test-department,16.000000,16.000000
219,test-queue3,0.000000,8.000000
219,test-department,16.000000,16.000000
219,test-queue1,16.000000,0.000000
219,test-queue2,0.000000,8.000000
220,test-department,16.000000,16.000000
220,test-queue1,16.000000,0.000000
220,test-queue2,0.000000,8.000000
220,test-queue3,0.000000,8.000000
221,test-queue1,16.000000,0.000000
221,test-queue2,0.000000,8.000000
221,test-queue3,0.000000,8.000000
221,test-department,16.000000,16.000000
222,test-queue2,0.000000,8.000000
222,test-queue3,0.000000,8.000000
222,test-department,16.000000,16.000000
222,test-queue1,16.000000,0.000000
223,test-queue2,0.000000,8.000000
223,test-queue3,0.000000,8.000000
223,test-department,16.000000,16.000000
223,test-queue1,16.000000,0.000000
224,test-queue2,0.000000,8.000000
224,test-queue3,0.000000,8.000000
224,test-department,16.000000,16.000000
224,test-queue1,16.000000,0.000000
225,test-queue1,16.000000,0.000000
225,test-queue2,0.000000,8.000000
225,test-queue3,0.000000,8.000000
225,test-department,16.000000,16.000000
226,test-queue1,16.000000,0.000000
226,test-queue2,0.000000,8.000000
226,test-queue3,0.000000,8.000000
226,test-department,16.000000,16.000000
227,test-queue2,0.000000,8.000000
227,test-queue3,0.000000,8.000000
227,test-department,16.000000,16.000000
227,test-queue1,16.000000,0.000000
228,test-queue1,16.000000,0.000000
228,test-queue2,0.000000,8.000000
228,test-queue3,0.000000,8.000000
228,test-department,16.000000,16.000000
229,test-queue2,0.000000,8.000000
229,test-queue3,0.000000,8.000000
229,test-department,16.000000,16.000000
229,test-queue1,16.000000,0.000000
230,test-queue2,0.000000,8.000000
230,test-queue3,0.000000,8.000000
230,test-department,16.000000,16.000000
230,test-queue1,16.000000,0.000000
231,test-queue2,0.000000,8.000000
231,test-queue3,0.000000,8.000000
231,test-department,16.000000,16.000000
231,test-queue1,16.000000,0.000000
232,test-queue2,0.000000,8.000000
232,test-queue3,0.000000,8.000000
232,test-department,16.000000,16.000000
232,test-queue1,16.000000,0.000000
233,test-queue2,0.000000,8.000000
233,test-queue3,0.000000,8.000000
233,test-department,16.000000,16.000000
233,test-queue1,16.000000,0.000000
234,test-queue1,16.000000,0.000000
234,test-queue2,0.000000,8.000000
234,test-queue3,0.000000,8.000000
234,test-department,16.000000,16.000000
235,test-queue1,16.000000,0.000000
235,test-queue2,0.000000,8.000000
235,test-queue3,0.000000,8.000000
235,test-department,16.000000,16.000000
236,test-queue1,16.000000,0.000000
236,test-queue2,0.000000,8.000000
236,test-queue3,0.000000,8.000000
236,test-department,16.000000,16.000000
237,test-department,16.000000,16.000000
237,test-queue1,16.000000,0.000000
237,test-queue2,0.000000,8.000000
237,test-queue3,0.000000,8.000000
238,test-queue3,0.000000,8.000000
238,test-department,16.000000,16.000000
238,test-queue1,16.000000,0.000000
238,test-queue2,0.000000,8.000000
239,test-queue1,16.000000,0.000000
239,test-queue2,0.000000,8.000000
239,test-queue3,0.000000,8.000000
239,test-department,16.000000,16.000000
240,test-queue2,0.000000,8.000000
240,test-queue3,0.000000,8.000000
240,test-department,16.000000,16.000000
240,test-queue1,16.000000,0.000000
241,test-queue2,0.000000,8.000000
241,test-queue3,0.000000,8.000000
241,test-department,16.000000,16.000000
241,test-queue1,16.000000,0.000000
242,test-department,16.000000,16.000000
242,test-queue1,16.000000,0.000000
242,test-queue2,0.000000,8.000000
242,test-queue3,0.000000,8.000000
243,test-queue3,0.000000,8.000000
243,test-department,16.000000,16.000000
243,test-queue1,16.000000,0.000000
243,test-queue2,0.000000,8.000000
244,test-queue1,16.000000,0.000000
244,test-queue2,0.000000,8.000000
244,test-queue3,0.000000,8.000000
244,test-department,16.000000,16.000000
245,test-queue3,0.000000,8.000000
245,test-department,16.000000,16.000000
245,test-queue1,16.000000,0.000000
245,test-queue2,0.000000,8.000000
246,test-queue2,0.000000,8.000000
246,test-queue3,0.000000,8.000000
246,test-department,16.000000,16.000000
246,test-queue1,16.000000,0.000000
247,test-queue3,0.000000,8.000000
247,test-department,16.000000,16.000000
247,test-queue1,16.000000,0.000000
247,test-queue2,0.000000,8.000000
248,test-queue2,0.000000,8.000000
248,test-queue3,0.000000,8.000000
248,test-department,16.000000,16.000000
248,test-queue1,16.000000,0.000000
249,test-department,16.000000,16.000000
249,test-queue1,16.000000,0.000000
249,test-queue2,0.000000,8.000000
249,test-queue3,0.000000,8.000000
250,test-queue1,16.000000,0.000000
250,test-queue2,0.000000,8.000000
250,test-queue3,0.000000,8.000000
250,test-department,16.000000,16.000000
251,test-queue1,16.000000,0.000000
251,test-queue2,0.000000,8.000000
251,test-queue3,0.000000,8.000000
251,test-department,16.000000,16.000000
252,test-department,16.000000,16.000000
252,test-queue1,16.000000,0.000000
252,test-queue2,0.000000,8.000000
252,test-queue3,0.000000,8.000000
253,test-queue3,0.000000,8.000000
253,test-department,16.000000,16.000000
253,test-queue1,16.000000,0.000000
253,test-queue2,0.000000,8.000000
254,test-queue1,16.000000,0.000000
254,test-queue2,0.000000,8.000000
254,test-queue3,0.000000,8.000000
254,test-department,16.000000,16.000000
255,test-queue2,0.000000,8.000000
255,test-queue3,0.000000,8.000000
255,test-department,16.000000,16.000000
255,test-queue1,16.000000,0.000000
256,test-queue2,0.000000,8.000000
256,test-queue3,0.000000,8.000000
256,test-department,16.000000,16.000000
256,test-queue1,16.000000,0.000000
257,test-queue3,0.000000,8.000000
257,test-department,16.000000,16.000000
257,test-queue1,16.000000,0.000000
257,test-queue2,0.000000,8.000000
258,test-queue1,16.000000,0.000000
258,test-queue2,0.000000,8.000000
258,test-queue3,0.000000,8.000000
258,test-department,16.000000,16.000000
259,test-queue2,0.000000,8.000000
259,test-queue3,0.000000,8.000000
259,test-department,16.000000,16.000000
259,test-queue1,16.000000,0.000000
260,test-queue2,0.000000,8.000000
260,test-queue3,0.000000,8.000000
260,test-department,16.000000,16.000000
260,test-queue1,16.000000,0.000000
261,test-department,16.000000,16.000000
261,test-queue1,16.000000,0.000000
261,test-queue2,0.000000,8.000000
261,test-queue3,0.000000,8.000000
262,test-queue3,0.000000,8.000000
262,test-department,16.000000,16.000000
262,test-queue1,16.000000,0.000000
262,test-queue2,0.000000,8.000000
263,test-queue3,0.000000,8.000000
263,test-department,16.000000,16.000000
263,test-queue1,16.000000,0.000000
263,test-queue2,0.000000,8.000000
264,test-queue3,0.000000,8.000000
264,test-department,16.000000,16.000000
264,test-queue1,16.000000,0.000000
264,test-queue2,0.000000,8.000000
265,test-queue3,0.000000,8.000000
265,test-department,16.000000,16.000000
265,test-queue1,16.000000,0.000000
265,test-queue2,0.000000,8.000000
266,test-department,16.000000,16.000000
266,test-queue1,16.000000,0.000000
266,test-queue2,0.000000,8.000000
266,test-queue3,0.000000,8.000000
267,test-department,16.000000,16.000000
267,test-queue1,16.000000,0.000000
267,test-queue2,0.000000,8.000000
267,test-queue3,0.000000,8.000000
268,test-queue3,0.000000,8.000000
268,test-department,16.000000,16.000000
268,test-queue1,16.000000,0.000000
268,test-queue2,0.000000,8.000000
269,test-queue2,0.000000,8.000000
269,test-queue3,0.000000,8.000000
269,test-department,16.000000,16.000000
269,test-queue1,16.000000,0.000000
270,test-queue2,0.000000,8.000000
270,test-queue3,0.000000,8.000000
270,test-department,16.000000,16.000000
270,test-queue1,16.000000,0.000000
271,test-department,16.000000,16.000000
271,test-queue1,16.000000,0.000000
271,test-queue2,0.000000,8.000000
271,test-queue3,0.000000,8.000000
272,test-queue2,0.000000,8.000000
272,test-queue3,0.000000,8.000000
272,test-department,16.000000,16.000000
272,test-queue1,16.000000,0.000000
273,test-queue2,0.000000,8.000000
273,test-queue3,0.000000,8.000000
273,test-department,16.000000,16.000000
273,test-queue1,16.000000,0.000000
274,test-department,16.000000,16.000000
274,test-queue1,16.000000,0.000000
274,test-queue2,0.000000,8.000000
274,test-queue3,0.000000,8.000000
275,test-queue1,16.000000,0.000000
275,test-queue2,0.000000,8.000000
275,test-queue3,0.000000,8.000000
275,test-department,16.000000,16.000000
276,test-department,16.000000,16.000000
276,test-queue1,16.000000,0.000000
276,test-queue2,0.000000,8.000000
276,test-queue3,0.000000,8.000000
277,test-queue3,0.000000,8.000000
277,test-department,16.000000,16.000000
277,test-queue1,16.000000,0.000000
277,test-queue2,0.000000,8.000000
278,test-queue1,16.000000,0.000000
278,test-queue2,0.000000,8.000000
278,test-queue3,0.000000,8.000000
278,test-department,16.000000,16.000000
279,test-queue3,0.000000,8.000000
279,test-department,16.000000,16.000000
279,test-queue1,16.000000,0.000000
279,test-queue2,0.000000,8.000000
280,test-department,16.000000,16.000000
280,test-queue1,16.000000,0.000000
280,test-queue2,0.000000,8.000000
280,test-queue3,0.000000,8.000000
281,test-queue2,0.000000,8.000000
281,test-queue3,0.000000,8.000000
281,test-department,16.000000,16.000000
281,test-queue1,16.000000,0.000000
282,test-department,16.000000,16.000000
282,test-queue1,16.000000,0.000000
282,test-queue2,0.000000,8.000000
282,test-queue3,0.000000,8.000000
283,test-department,16.000000,16.000000
283,test-queue1,16.000000,0.000000
283,test-queue2,0.000000,8.000000
283,test-queue3,0.000000,8.000000
284,test-department,16.000000,16.000000
284,test-queue1,16.000000,0.000000
284,test-queue2,0.000000,8.000000
284,test-queue3,0.000000,8.000000
285,test-queue1,16.000000,0.000000
285,test-queue2,0.000000,8.000000
285,test-queue3,0.000000,8.000000
285,test-department,16.000000,16.000000
286,test-queue3,0.000000,8.000000
286,test-department,16.000000,16.000000
286,test-queue1,16.000000,0.000000
286,test-queue2,0.000000,8.000000
287,test-department,16.000000,16.000000
287,test-queue1,16.000000,0.000000
287,test-queue2,0.000000,8.000000
287,test-queue3,0.000000,8.000000
288,test-department,16.000000,16.000000
288,test-queue1,16.000000,0.000000
288,test-queue2,0.000000,8.000000
288,test-queue3,0.000000,8.000000
289,test-queue1,16.000000,0.000000
289,test-queue2,0.000000,8.000000
289,test-queue3,0.000000,8.000000
289,test-department,16.000000,16.000000
290,test-queue3,0.000000,8.000000
290,test-department,16.000000,16.000000
290,test-queue1,16.000000,0.000000
290,test-queue2,0.000000,8.000000
291,test-queue2,0.000000,8.000000
291,test-queue3,0.000000,8.000000
291,test-department,16.000000,16.000000
291,test-queue1,16.000000,0.000000
292,test-queue3,0.000000,8.000000
292,test-department,16.000000,16.000000
292,test-queue1,16.000000,0.000000
292,test-queue2,0.000000,8.000000
293,test-queue1,16.000000,0.000000
293,test-queue2,0.000000,8.000000
293,test-queue3,0.000000,8.000000
293,test-department,16.000000,16.000000
294,test-queue3,0.000000,8.000000
294,test-department,16.000000,16.000000
294,test-queue1,16.000000,0.000000
294,test-queue2,0.000000,8.000000
295,test-queue2,0.000000,8.000000
295,test-queue3,0.000000,8.000000
295,test-department,16.000000,16.000000
295,test-queue1,16.000000,0.000000
296,test-queue3,0.000000,8.000000
296,test-department,16.000000,16.000000
296,test-queue1,16.000000,0.000000
296,test-queue2,0.000000,8.000000
297,test-queue3,0.000000,8.000000
297,test-department,16.000000,16.000000
297,test-queue1,16.000000,0.000000
297,test-queue2,0.000000,8.000000
298,test-queue3,0.000000,8.000000
298,test-department,16.000000,16.000000
298,test-queue1,16.000000,0.000000
298,test-queue2,0.000000,8.000000
299,test-queue2,0.000000,8.000000
299,test-queue3,0.000000,8.000000
299,test-department,16.000000,16.000000
299,test-queue1,16.000000,0.000000
300,test-queue2,0.000000,8.000000
300,test-queue3,0.000000,8.000000
300,test-department,16.000000,16.000000
300,test-queue1,16.000000,0.000000
301,test-queue3,0.000000,8.000000
301,test-department,16.000000,16.000000
301,test-queue1,16.000000,0.000000
301,test-queue2,0.000000,8.000000
302,test-queue3,0.000000,8.000000
302,test-department,16.000000,16.000000
302,test-queue1,16.000000,0.000000
302,test-queue2,0.000000,8.000000
303,test-queue3,0.000000,8.000000
303,test-department,16.000000,16.000000
303,test-queue1,16.000000,0.000000
303,test-queue2,0.000000,8.000000
304,test-queue3,0.000000,8.000000
304,test-department,16.000000,16.000000
304,test-queue1,16.000000,0.000000
304,test-queue2,0.000000,8.000000
305,test-department,16.000000,16.000000
305,test-queue1,16.000000,0.000000
305,test-queue2,0.000000,8.000000
305,test-queue3,0.000000,8.000000
306,test-department,16.000000,16.000000
306,test-queue1,16.000000,0.000000
306,test-queue2,0.000000,8.000000
306,test-queue3,0.000000,8.000000
307,test-queue2,0.000000,8.000000
307,test-queue3,0.000000,8.000000
307,test-department,16.000000,16.000000
307,test-queue1,16.000000,0.000000
308,test-department,16.000000,16.000000
308,test-queue1,16.000000,0.000000
308,test-queue2,0.000000,8.000000
308,test-queue3,0.000000,8.000000
309,test-queue2,0.000000,8.000000
309,test-queue3,0.000000,8.000000
309,test-department,16.000000,16.000000
309,test-queue1,16.000000,0.000000
310,test-queue1,16.000000,0.000000
310,test-queue2,0.000000,8.000000
310,test-queue3,0.000000,8.000000
310,test-department,16.000000,16.000000
311,test-queue2,0.000000,8.000000
311,test-queue3,0.000000,8.000000
311,test-department,16.000000,16.000000
311,test-queue1,16.000000,0.000000
312,test-queue3,0.000000,8.000000
312,test-department,16.000000,16.000000
312,test-queue1,16.000000,0.000000
312,test-queue2,0.000000,8.000000
313,test-queue2,0.000000,8.000000
313,test-queue3,0.000000,8.000000
313,test-department,16.000000,16.000000
313,test-queue1,16.000000,0.000000
314,test-department,16.000000,16.000000
314,test-queue1,16.000000,0.000000
314,test-queue2,0.000000,8.000000
314,test-queue3,0.000000,8.000000
315,test-queue2,0.000000,8.000000
315,test-queue3,0.000000,8.000000
315,test-department,16.000000,16.000000
315,test-queue1,16.000000,0.000000
316,test-queue3,0.000000,8.000000
316,test-department,16.000000,16.000000
316,test-queue1,16.000000,0.000000
316,test-queue2,0.000000,8.000000
317,test-queue2,0.000000,8.000000
317,test-queue3,0.000000,8.000000
317,test-department,16.000000,16.000000
317,test-queue1,16.000000,0.000000
318,test-queue2,0.000000,8.000000
318,test-queue3,0.000000,8.000000
318,test-department,16.000000,16.000000
318,test-queue1,16.000000,0.000000
319,test-queue3,0.000000,8.000000
319,test-department,16.000000,16.000000
319,test-queue1,16.000000,0.000000
319,test-queue2,0.000000,8.000000
320,test-queue1,16.000000,0.000000
320,test-queue2,0.000000,8.000000
320,test-queue3,0.000000,8.000000
320,test-department,16.000000,16.000000
321,test-queue1,16.000000,0.000000
321,test-queue2,0.000000,8.000000
321,test-queue3,0.000000,8.000000
321,test-department,16.000000,16.000000
322,test-queue3,0.000000,8.000000
322,test-department,16.000000,16.000000
322,test-queue1,16.000000,0.000000
322,test-queue2,0.000000,8.000000
323,test-queue3,0.000000,8.000000
323,test-department,16.000000,16.000000
323,test-queue1,16.000000,0.000000
323,test-queue2,0.000000,8.000000
324,test-queue2,0.000000,8.000000
324,test-queue3,0.000000,8.000000
324,test-department,16.000000,16.000000
324,test-queue1,16.000000,0.000000
325,test-queue2,0.000000,8.000000
325,test-queue3,0.000000,8.000000
325,test-department,16.000000,16.000000
325,test-queue1,16.000000,0.000000
326,test-department,16.000000,16.000000
326,test-queue1,16.000000,0.000000
326,test-queue2,0.000000,8.000000
326,test-queue3,0.000000,8.000000
327,test-queue3,0.000000,8.000000
327,test-department,16.000000,16.000000
327,test-queue1,16.000000,0.000000
327,test-queue2,0.000000,8.000000
328,test-department,16.000000,16.000000
328,test-queue1,16.000000,0.000000
328,test-queue2,0.000000,8.000000
328,test-queue3,0.000000,8.000000
329,test-queue2,0.000000,8.000000
329,test-queue3,0.000000,8.000000
329,test-department,16.000000,16.000000
329,test-queue1,16.000000,0.000000
330,test-department,16.000000,16.000000
330,test-queue1,16.000000,0.000000
330,test-queue2,0.000000,8.000000
330,test-queue3,0.000000,8.000000
331,test-queue3,0.000000,8.000000
331,test-department,16.000000,16.000000
331,test-queue1,16.000000,0.000000
331,test-queue2,0.000000,8.000000
332,test-queue1,16.000000,0.000000
332,test-queue2,0.000000,8.000000
332,test-queue3,0.000000,8.000000
332,test-department,16.000000,16.000000
333,test-department,16.000000,16.000000
333,test-queue1,16.000000,0.000000
333,test-queue2,0.000000,8.000000
333,test-queue3,0.000000,8.000000
334,test-queue1,16.000000,0.000000
334,test-queue2,0.000000,8.000000
334,test-queue3,0.000000,8.000000
334,test-department,16.000000,16.000000
335,test-queue3,0.000000,8.000000
335,test-department,16.000000,16.000000
335,test-queue1,16.000000,0.000000
335,test-queue2,0.000000,8.000000
336,test-queue2,0.000000,8.000000
336,test-queue3,0.000000,8.000000
336,test-department,16.000000,16.000000
336,test-queue1,16.000000,0.000000
337,test-queue2,0.000000,8.000000
337,test-queue3,0.000000,8.000000
337,test-department,16.000000,16.000000
337,test-queue1,16.000000,0.000000
338,test-queue3,0.000000,8.000000
338,test-department,16.000000,16.000000
338,test-queue1,16.000000,0.000000
338,test-queue2,0.000000,8.000000
339,test-queue2,0.000000,8.000000
339,test-queue3,0.000000,8.000000
339,test-department,16.000000,16.000000
339,test-queue1,16.000000,0.000000
340,test-queue1,16.000000,0.000000
340,test-queue2,0.000000,8.000000
340,test-queue3,0.000000,8.000000
340,test-department,16.000000,16.000000
341,test-queue3,0.000000,8.000000
341,test-department,16.000000,16.000000
341,test-queue1,16.000000,0.000000
341,test-queue2,0.000000,8.000000
342,test-queue1,16.000000,0.000000
342,test-queue2,0.000000,8.000000
342,test-queue3,0.000000,8.000000
342,test-department,16.000000,16.000000
343,test-department,16.000000,16.000000
343,test-queue1,16.000000,0.000000
343,test-queue2,0.000000,8.000000
343,test-queue3,0.000000,8.000000
344,test-queue1,16.000000,0.000000
344,test-queue2,0.000000,8.000000
344,test-queue3,0.000000,8.000000
344,test-department,16.000000,16.000000
345,test-queue3,0.000000,8.000000
345,test-department,16.000000,16.000000
345,test-queue1,16.000000,0.000000
345,test-queue2,0.000000,8.000000
346,test-queue2,0.000000,8.000000
346,test-queue3,0.000000,8.000000
346,test-department,16.000000,16.000000
346,test-queue1,16.000000,0.000000
347,test-queue3,0.000000,8.000000
347,test-department,16.000000,16.000000
347,test-queue1,16.000000,0.000000
347,test-queue2,0.000000,8.000000
348,test-department,16.000000,16.000000
348,test-queue1,16.000000,0.000000
348,test-queue2,0.000000,8.000000
348,test-queue3,0.000000,8.000000
349,test-queue1,16.000000,0.000000
349,test-queue2,0.000000,8.000000
349,test-queue3,0.000000,8.000000
349,test-department,16.000000,16.000000
350,test-department,16.000000,16.000000
350,test-queue1,16.000000,0.000000
350,test-queue2,0.000000,8.000000
350,test-queue3,0.000000,8.000000
351,test-queue3,0.000000,8.000000
351,test-department,16.000000,16.000000
351,test-queue1,16.000000,0.000000
351,test-queue2,0.000000,8.000000
352,test-queue2,0.000000,8.000000
352,test-queue3,0.000000,8.000000
352,test-department,16.000000,16.000000
352,test-queue1,16.000000,0.000000
353,test-queue2,0.000000,8.000000
353,test-queue3,0.000000,8.000000
353,test-department,16.000000,16.000000
353,test-queue1,16.000000,0.000000
354,test-department,16.000000,16.000000
354,test-queue1,16.000000,0.000000
354,test-queue2,0.000000,8.000000
354,test-queue3,0.000000,8.000000
355,test-queue2,0.000000,8.000000
355,test-queue3,0.000000,8.000000
355,test-department,16.000000,16.000000
355,test-queue1,16.000000,0.000000
356,test-queue3,0.000000,8.000000
356,test-department,16.000000,16.000000
356,test-queue1,16.000000,0.000000
356,test-queue2,0.000000,8.000000
357,test-queue3,0.000000,8.000000
357,test-department,16.000000,16.000000
357,test-queue1,16.000000,0.000000
357,test-queue2,0.000000,8.000000
358,test-queue1,16.000000,0.000000
358,test-queue2,0.000000,8.000000
358,test-queue3,0.000000,8.000000
358,test-department,16.000000,16.000000
359,test-department,16.000000,16.000000
359,test-queue1,16.000000,0.000000
359,test-queue2,0.000000,8.000000
359,test-queue3,0.000000,8.000000
360,test-department,16.000000,16.000000
360,test-queue1,16.000000,0.000000
360,test-queue2,0.000000,8.000000
360,test-queue3,0.000000,8.000000
361,test-queue2,0.000000,8.000000
361,test-queue3,0.000000,8.000000
361,test-department,16.000000,16.000000
361,test-queue1,16.000000,0.000000
362,test-queue1,16.000000,0.000000
362,test-queue2,0.000000,8.000000
362,test-queue3,0.000000,8.000000
362,test-department,16.000000,16.000000
363,test-department,16.000000,16.000000
363,test-queue1,16.000000,0.000000
363,test-queue2,0.000000,8.000000
363,test-queue3,0.000000,8.000000
364,test-queue3,0.000000,8.000000
364,test-department,16.000000,16.000000
364,test-queue1,16.000000,0.000000
364,test-queue2,0.000000,8.000000
365,test-queue3,0.000000,8.000000
365,test-department,16.000000,16.000000
365,test-queue1,16.000000,0.000000
365,test-queue2,0.000000,8.000000
366,test-queue3,0.000000,8.000000
366,test-department,16.000000,16.000000
366,test-queue1,16.000000,0.000000
366,test-queue2,0.000000,8.000000
367,test-department,16.000000,16.000000
367,test-queue1,16.000000,0.000000
367,test-queue2,0.000000,8.000000
367,test-queue3,0.000000,8.000000
368,test-department,16.000000,16.000000
368,test-queue1,16.000000,0.000000
368,test-queue2,0.000000,8.000000
368,test-queue3,0.000000,8.000000
369,test-queue3,0.000000,8.000000
369,test-department,16.000000,16.000000
369,test-queue1,16.000000,0.000000
369,test-queue2,0.000000,8.000000
370,test-queue3,0.000000,8.000000
370,test-department,16.000000,16.000000
370,test-queue1,16.000000,0.000000
370,test-queue2,0.000000,8.000000
371,test-queue3,0.000000,8.000000
371,test-department,16.000000,16.000000
371,test-queue1,16.000000,0.000000
371,test-queue2,0.000000,8.000000
372,test-queue1,16.000000,0.000000
372,test-queue2,0.000000,8.000000
372,test-queue3,0.000000,8.000000
372,test-department,16.000000,16.000000
373,test-queue3,0.000000,8.000000
373,test-department,16.000000,16.000000
373,test-queue1,16.000000,0.000000
373,test-queue2,0.000000,8.000000
374,test-queue1,16.000000,0.000000
374,test-queue2,0.000000,8.000000
374,test-queue3,0.000000,8.000000
374,test-department,16.000000,16.000000
375,test-queue1,16.000000,0.000000
375,test-queue2,0.000000,8.000000
375,test-queue3,0.000000,8.000000
375,test-department,16.000000,16.000000
376,test-queue2,0.000000,8.000000
376,test-queue3,0.000000,8.000000
376,test-department,16.000000,16.000000
376,test-queue1,16.000000,0.000000
377,test-department,16.000000,16.000000
377,test-queue1,16.000000,0.000000
377,test-queue2,0.000000,8.000000
377,test-queue3,0.000000,8.000000
378,test-department,16.000000,16.000000
378,test-queue1,16.000000,0.000000
378,test-queue2,0.000000,8.000000
378,test-queue3,0.000000,8.000000
379,test-department,16.000000,16.000000
379,test-queue1,16.000000,0.000000
379,test-queue2,0.000000,8.000000
379,test-queue3,0.000000,8.000000
380,test-department,16.000000,16.000000
380,test-queue1,16.000000,0.000000
380,test-queue2,0.000000,8.000000
380,test-queue3,0.000000,8.000000
381,test-queue3,0.000000,8.000000
381,test-department,16.000000,16.000000
381,test-queue1,16.000000,0.000000
381,test-queue2,0.000000,8.000000
382,test-department,16.000000,16.000000
382,test-queue1,16.000000,0.000000
382,test-queue2,0.000000,8.000000
382,test-queue3,0.000000,8.000000
383,test-queue3,0.000000,8.000000
383,test-department,16.000000,16.000000
383,test-queue1,16.000000,0.000000
383,test-queue2,0.000000,8.000000
384,test-queue1,16.000000,0.000000
384,test-queue2,0.000000,8.000000
384,test-queue3,0.000000,8.000000
384,test-department,16.000000,16.000000
385,test-department,16.000000,16.000000
385,test-queue1,16.000000,0.000000
385,test-queue2,0.000000,8.000000
385,test-queue3,0.000000,8.000000
386,test-queue2,0.000000,8.000000
386,test-queue3,0.000000,8.000000
386,test-department,16.000000,16.000000
386,test-queue1,16.000000,0.000000
387,test-department,16.000000,16.000000
387,test-queue1,16.000000,0.000000
387,test-queue2,0.000000,8.000000
387,test-queue3,0.000000,8.000000
388,test-department,16.000000,16.000000
388,test-queue1,16.000000,0.000000
388,test-queue2,0.000000,8.000000
388,test-queue3,0.000000,8.000000
389,test-queue1,16.000000,0.000000
389,test-queue2,0.000000,8.000000
389,test-queue3,0.000000,8.000000
389,test-department,16.000000,16.000000
390,test-queue2,0.000000,8.000000
390,test-queue3,0.000000,8.000000
390,test-department,16.000000,16.000000
390,test-queue1,16.000000,0.000000
391,test-queue1,16.000000,0.000000
391,test-queue2,0.000000,8.000000
391,test-queue3,0.000000,8.000000
391,test-department,16.000000,16.000000
392,test-department,16.000000,16.000000
392,test-queue1,16.000000,0.000000
392,test-queue2,0.000000,8.000000
392,test-queue3,0.000000,8.000000
393,test-department,16.000000,16.000000
393,test-queue1,16.000000,0.000000
393,test-queue2,0.000000,8.000000
393,test-queue3,0.000000,8.000000
394,test-queue2,0.000000,8.000000
394,test-queue3,0.000000,8.000000
394,test-department,16.000000,16.000000
394,test-queue1,16.000000,0.000000
395,test-department,16.000000,16.000000
395,test-queue1,16.000000,0.000000
395,test-queue2,0.000000,8.000000
395,test-queue3,0.000000,8.000000
396,test-department,16.000000,16.000000
396,test-queue1,16.000000,0.000000
396,test-queue2,0.000000,8.000000
396,test-queue3,0.000000,8.000000
397,test-department,16.000000,16.000000
397,test-queue1,16.000000,0.000000
397,test-queue2,0.000000,8.000000
397,test-queue3,0.000000,8.000000
398,test-queue2,0.000000,8.000000
398,test-queue3,0.000000,8.000000
398,test-department,16.000000,16.000000
398,test-queue1,16.000000,0.000000
