Time,QueueID,Allocation,FairShare
19,test-queue3,0.000000,8.000000
20,test-queue2,0.000000,8.000000
20,test-queue3,0.000000,8.000000
20,test-department,16.000000,16.000000
20,test-queue1,16.000000,0.000000
21,test-queue1,16.000000,0.000000
21,test-queue2,0.000000,8.000000
21,test-queue3,0.000000,8.000000
21,test-department,16.000000,16.000000
22,test-queue2,0.000000,8.000000
22,test-queue3,0.000000,8.000000
22,test-department,16.000000,16.000000
22,test-queue1,16.000000,0.000000
23,test-queue2,0.000000,8.000000
23,test-queue3,0.000000,8.000000
23,test-department,16.000000,16.000000
23,test-queue1,16.000000,0.000000
24,test-queue2,0.000000,8.000000
24,test-queue3,0.000000,8.000000
24,test-department,16.000000,16.000000
24,test-queue1,16.000000,0.000000
25,test-queue1,16.000000,0.000000
25,test-queue2,0.000000,8.000000
25,test-queue3,0.000000,8.000000
25,test-department,16.000000,16.000000
26,test-queue1,16.000000,0.000000
26,test-queue2,0.000000,8.000000
26,test-queue3,0.000000,8.000000
26,test-department,16.000000,16.000000
27,test-queue2,0.000000,8.000000
27,test-queue3,0.000000,8.000000
27,test-department,16.000000,16.000000
27,test-queue1,16.000000,0.000000
28,test-queue1,16.000000,0.000000
28,test-queue2,0.000000,8.000000
28,test-queue3,0.000000,8.000000
28,test-department,16.000000,16.000000
29,test-department,16.000000,16.000000
29,test-queue1,16.000000,0.000000
29,test-queue2,0.000000,8.000000
29,test-queue3,0.000000,8.000000
30,test-department,16.000000,16.000000
30,test-queue1,16.000000,0.000000
30,test-queue2,0.000000,8.000000
30,test-queue3,0.000000,8.000000
31,test-queue1,16.000000,0.000000
31,test-queue2,0.000000,8.000000
31,test-queue3,0.000000,8.000000
31,test-department,16.000000,16.000000
32,test-queue2,0.000000,8.000000
32,test-queue3,0.000000,8.000000
32,test-department,16.000000,16.000000
32,test-queue1,16.000000,0.000000
33,test-queue1,16.000000,0.000000
33,test-queue2,0.000000,8.000000
33,test-queue3,0.000000,8.000000
33,test-department,16.000000,16.000000
34,test-queue2,0.000000,8.000000
34,test-queue3,0.000000,8.000000
34,test-department,16.000000,16.000000
34,test-queue1,16.000000,0.000000
35,test-queue2,0.000000,8.000000
35,test-queue3,0.000000,8.000000
35,test-department,16.000000,16.000000
35,test-queue1,16.000000,0.000000
36,test-department,16.000000,16.000000
36,test-queue1,16.000000,0.000000
36,test-queue2,0.000000,8.000000
36,test-queue3,0.000000,8.000000
37,test-department,16.000000,16.000000
37,test-queue1,16.000000,0.000000
37,test-queue2,0.000000,8.000000
37,test-queue3,0.000000,8.000000
38,test-queue1,16.000000,0.000000
38,test-queue2,0.000000,8.000000
38,test-queue3,0.000000,8.000000
38,test-department,16.000000,16.000000
39,test-queue2,0.000000,8.000000
39,test-queue3,0.000000,8.000000
39,test-department,16.000000,16.000000
39,test-queue1,16.000000,0.000000
40,test-queue3,0.000000,8.000000
40,test-department,16.000000,16.000000
40,test-queue1,16.000000,0.000000
40,test-queue2,0.000000,8.000000
41,test-queue2,0.000000,8.000000
41,test-queue3,0.000000,8.000000
41,test-department,16.000000,16.000000
41,test-queue1,16.000000,0.000000
42,test-queue1,16.000000,0.000000
42,test-queue2,0.000000,8.000000
42,test-queue3,0.000000,8.000000
42,test-department,16.000000,16.000000
43,test-queue1,16.000000,0.000000
43,test-queue2,0.000000,8.000000
43,test-queue3,0.000000,8.000000
43,test-department,16.000000,16.000000
44,test-queue3,0.000000,8.000000
44,test-department,16.000000,16.000000
44,test-queue1,16.000000,0.000000
44,test-queue2,0.000000,8.000000
45,test-queue3,0.000000,8.000000
45,test-department,16.000000,16.000000
45,test-queue1,16.000000,0.000000
45,test-queue2,0.000000,8.000000
46,test-queue3,0.000000,8.000000
46,test-department,16.000000,16.000000
46,test-queue1,16.000000,0.000000
46,test-queue2,0.000000,8.000000
47,test-department,16.000000,16.000000
47,test-queue1,16.000000,0.000000
47,test-queue2,0.000000,8.000000
47,test-queue3,0.000000,8.000000
48,test-queue2,0.000000,8.000000
48,test-queue3,0.000000,8.000000
48,test-department,16.000000,16.000000
48,test-queue1,16.000000,0.000000
49,test-queue3,0.000000,8.000000
49,test-department,16.000000,16.000000
49,test-queue1,16.000000,0.000000
49,test-queue2,0.000000,8.000000
50,test-department,16.000000,16.000000
50,test-queue1,16.000000,0.000000
50,test-queue2,0.000000,8.000000
50,test-queue3,0.000000,8.000000
51,test-queue2,0.000000,8.000000
51,test-queue3,0.000000,8.000000
51,test-department,16.000000,16.000000
51,test-queue1,16.000000,0.000000
52,test-queue1,16.000000,0.000000
52,test-queue2,0.000000,8.000000
52,test-queue3,0.000000,8.000000
52,test-department,16.000000,16.000000
53,test-department,16.000000,16.000000
53,test-queue1,16.000000,0.000000
53,test-queue2,0.000000,8.000000
53,test-queue3,0.000000,8.000000
54,test-department,16.000000,16.000000
54,test-queue1,16.000000,0.000000
54,test-queue2,0.000000,8.000000
54,test-queue3,0.000000,8.000000
55,test-queue2,0.000000,8.000000
55,test-queue3,0.000000,8.000000
55,test-department,16.000000,16.000000
55,test-queue1,16.000000,0.000000
56,test-queue1,16.000000,0.000000
56,test-queue2,0.000000,8.000000
56,test-queue3,0.000000,8.000000
56,test-department,16.000000,16.000000
57,test-queue2,0.000000,8.000000
57,test-queue3,0.000000,8.000000
57,test-department,16.000000,16.000000
57,test-queue1,16.000000,0.000000
58,test-queue1,16.000000,0.000000
58,test-queue2,0.000000,8.000000
58,test-queue3,0.000000,8.000000
58,test-department,16.000000,16.000000
59,test-queue2,0.000000,8.000000
59,test-queue3,0.000000,8.000000
59,test-department,16.000000,16.000000
59,test-queue1,16.000000,0.000000
60,test-queue1,16.000000,0.000000
60,test-queue2,0.000000,8.000000
60,test-queue3,0.000000,8.000000
60,test-department,16.000000,16.000000
61,test-queue3,0.000000,8.000000
61,test-department,16.000000,16.000000
61,test-queue1,16.000000,0.000000
61,test-queue2,0.000000,8.000000
62,test-queue1,16.000000,0.000000
62,test-queue2,0.000000,8.000000
62,test-queue3,0.000000,8.000000
62,test-department,16.000000,16.000000
63,test-queue3,0.000000,8.000000
63,test-department,16.000000,16.000000
63,test-queue1,16.000000,0.000000
63,test-queue2,0.000000,8.000000
64,test-department,16.000000,16.000000
64,test-queue1,16.000000,0.000000
64,test-queue2,0.000000,8.000000
64,test-queue3,0.000000,8.000000
65,test-queue3,0.000000,8.000000
65,test-department,16.000000,16.000000
65,test-queue1,16.000000,0.000000
65,test-queue2,0.000000,8.000000
66,test-queue1,16.000000,0.000000
66,test-queue2,0.000000,8.000000
66,test-queue3,0.000000,8.000000
66,test-department,16.000000,16.000000
67,test-queue2,0.000000,8.000000
67,test-queue3,0.000000,8.000000
67,test-department,16.000000,16.000000
67,test-queue1,16.000000,0.000000
68,test-queue1,16.000000,0.000000
68,test-queue2,0.000000,8.000000
68,test-queue3,0.000000,8.000000
68,test-department,16.000000,16.000000
69,test-queue1,16.000000,0.000000
69,test-queue2,0.000000,8.000000
69,test-queue3,0.000000,8.000000
69,test-department,16.000000,16.000000
70,test-queue3,0.000000,8.000000
70,test-department,16.000000,16.000000
70,test-queue1,16.000000,0.000000
70,test-queue2,0.000000,8.000000
71,test-queue2,0.000000,8.000000
71,test-queue3,0.000000,8.000000
71,test-department,16.000000,16.000000
71,test-queue1,16.000000,0.000000
72,test-queue3,0.000000,8.000000
72,test-department,16.000000,16.000000
72,test-queue1,16.000000,0.000000
72,test-queue2,0.000000,8.000000
73,test-queue2,0.000000,8.000000
73,test-queue3,0.000000,8.000000
73,test-department,16.000000,16.000000
73,test-queue1,16.000000,0.000000
74,test-department,16.000000,16.000000
74,test-queue1,16.000000,0.000000
74,test-queue2,0.000000,8.000000
74,test-queue3,0.000000,8.000000
75,test-queue1,16.000000,0.000000
75,test-queue2,0.000000,8.000000
75,test-queue3,0.000000,8.000000
75,test-department,16.000000,16.000000
76,test-queue2,0.000000,8.000000
76,test-queue3,0.000000,8.000000
76,test-department,16.000000,16.000000
76,test-queue1,16.000000,0.000000
77,test-department,16.000000,16.000000
77,test-queue1,16.000000,0.000000
77,test-queue2,0.000000,8.000000
77,test-queue3,0.000000,8.000000
78,test-queue2,0.000000,8.000000
78,test-queue3,0.000000,8.000000
78,test-department,16.000000,16.000000
78,test-queue1,16.000000,0.000000
79,test-queue1,16.000000,0.000000
79,test-queue2,0.000000,8.000000
79,test-queue3,0.000000,8.000000
79,test-department,16.000000,16.000000
80,test-department,16.000000,16.000000
80,test-queue1,16.000000,0.000000
80,test-queue2,0.000000,8.000000
80,test-queue3,0.000000,8.000000
81,test-queue3,0.000000,8.000000
81,test-department,16.000000,16.000000
81,test-queue1,16.000000,0.000000
81,test-queue2,0.000000,8.000000
82,test-queue3,0.000000,8.000000
82,test-department,16.000000,16.000000
82,test-queue1,16.000000,0.000000
82,test-queue2,0.000000,8.000000
83,test-department,16.000000,16.000000
83,test-queue1,16.000000,0.000000
83,test-queue2,0.000000,8.000000
83,test-queue3,0.000000,8.000000
84,test-queue2,0.000000,8.000000
84,test-queue3,0.000000,8.000000
84,test-department,16.000000,16.000000
84,test-queue1,16.000000,0.000000
85,test-queue1,16.000000,0.000000
85,test-queue2,0.000000,8.000000
85,test-queue3,0.000000,8.000000
85,test-department,16.000000,16.000000
86,test-department,16.000000,16.000000
86,test-queue1,16.000000,0.000000
86,test-queue2,0.000000,8.000000
86,test-queue3,0.000000,8.000000
87,test-queue3,0.000000,8.000000
87,test-department,16.000000,16.000000
87,test-queue1,16.000000,0.000000
87,test-queue2,0.000000,8.000000
88,test-department,16.000000,16.000000
88,test-queue1,16.000000,0.000000
88,test-queue2,0.000000,8.000000
88,test-queue3,0.000000,8.000000
89,test-queue2,0.000000,8.000000
89,test-queue3,0.000000,8.000000
89,test-department,16.000000,16.000000
89,test-queue1,16.000000,0.000000
90,test-queue3,0.000000,8.000000
90,test-department,16.000000,16.000000
90,test-queue1,16.000000,0.000000
90,test-queue2,0.000000,8.000000
91,test-queue2,0.000000,8.000000
91,test-queue3,0.000000,8.000000
91,test-department,16.000000,16.000000
91,test-queue1,16.000000,0.000000
92,test-queue1,16.000000,0.000000
92,test-queue2,0.000000,8.000000
92,test-queue3,0.000000,8.000000
92,test-department,16.000000,16.000000
93,test-queue3,0.000000,8.000000
93,test-department,16.000000,16.000000
93,test-queue1,16.000000,0.000000
93,test-queue2,0.000000,8.000000
94,test-queue1,16.000000,0.000000
94,test-queue2,0.000000,8.000000
94,test-queue3,0.000000,8.000000
94,test-department,16.000000,16.000000
95,test-queue3,0.000000,8.000000
95,test-department,16.000000,16.000000
95,test-queue1,16.000000,0.000000
95,test-queue2,0.000000,8.000000
96,test-department,16.000000,16.000000
96,test-queue1,16.000000,0.000000
96,test-queue2,0.000000,8.000000
96,test-queue3,0.000000,8.000000
97,test-queue3,0.000000,8.000000
97,test-department,16.000000,16.000000
97,test-queue1,16.000000,0.000000
97,test-queue2,0.000000,8.000000
98,test-queue3,0.000000,8.000000
98,test-department,16.000000,16.000000
98,test-queue1,16.000000,0.000000
98,test-queue2,0.000000,8.000000
99,test-department,16.000000,16.000000
99,test-queue1,16.000000,0.000000
99,test-queue2,0.000000,8.000000
99,test-queue3,0.000000,8.000000
100,test-queue3,0.000000,8.000000
100,test-department,16.000000,16.000000
100,test-queue1,16.000000,0.000000
100,test-queue2,0.000000,8.000000
101,test-queue2,0.000000,8.000000
101,test-queue3,0.000000,8.000000
101,test-department,16.000000,16.000000
101,test-queue1,16.000000,0.000000
102,test-department,16.000000,16.000000
102,test-queue1,16.000000,0.000000
102,test-queue2,0.000000,8.000000
102,test-queue3,0.000000,8.000000
103,test-queue3,0.000000,8.000000
103,test-department,16.000000,16.000000
103,test-queue1,16.000000,0.000000
103,test-queue2,0.000000,8.000000
104,test-queue2,0.000000,8.000000
104,test-queue3,0.000000,8.000000
104,test-department,16.000000,16.000000
104,test-queue1,16.000000,0.000000
105,test-queue1,16.000000,0.000000
105,test-queue2,0.000000,8.000000
105,test-queue3,0.000000,8.000000
105,test-department,16.000000,16.000000
106,test-department,16.000000,16.000000
106,test-queue1,16.000000,0.000000
106,test-queue2,0.000000,8.000000
106,test-queue3,0.000000,8.000000
107,test-queue2,0.000000,8.000000
107,test-queue3,0.000000,8.000000
107,test-department,16.000000,16.000000
107,test-queue1,16.000000,0.000000
108,test-department,16.000000,16.000000
108,test-queue1,16.000000,0.000000
108,test-queue2,0.000000,8.000000
108,test-queue3,0.000000,8.000000
109,test-queue2,0.000000,8.000000
109,test-queue3,0.000000,8.000000
109,test-department,16.000000,16.000000
109,test-queue1,16.000000,0.000000
110,test-queue2,0.000000,8.000000
110,test-queue3,0.000000,8.000000
110,test-department,16.000000,16.000000
110,test-queue1,16.000000,0.000000
111,test-queue2,0.000000,8.000000
111,test-queue3,0.000000,8.000000
111,test-department,16.000000,16.000000
111,test-queue1,16.000000,0.000000
112,test-queue2,0.000000,8.000000
112,test-queue3,0.000000,8.000000
112,test-department,16.000000,16.000000
112,test-queue1,16.000000,0.000000
113,test-queue3,0.000000,8.000000
113,test-department,16.000000,16.000000
113,test-queue1,16.000000,0.000000
113,test-queue2,0.000000,8.000000
114,test-queue2,0.000000,8.000000
114,test-queue3,0.000000,8.000000
114,test-department,16.000000,16.000000
114,test-queue1,16.000000,0.000000
115,test-department,16.000000,16.000000
115,test-queue1,16.000000,0.000000
115,test-queue2,0.000000,8.000000
115,test-queue3,0.000000,8.000000
116,test-queue1,16.000000,0.000000
116,test-queue2,0.000000,8.000000
116,test-queue3,0.000000,8.000000
116,test-department,16.000000,16.000000
117,test-queue2,0.000000,8.000000
117,test-queue3,0.000000,8.000000
117,test-department,16.000000,16.000000
117,test-queue1,16.000000,0.000000
118,test-queue2,0.000000,8.000000
118,test-queue3,0.000000,8.000000
118,test-department,16.000000,16.000000
118,test-queue1,16.000000,0.000000
119,test-department,16.000000,16.000000
119,test-queue1,16.000000,0.000000
119,test-queue2,0.000000,8.000000
119,test-queue3,0.000000,8.000000
120,test-queue2,0.000000,8.000000
120,test-queue3,0.000000,8.000000
120,test-department,16.000000,16.000000
120,test-queue1,16.000000,0.000000
121,test-queue1,16.000000,0.000000
121,test-queue2,0.000000,8.000000
121,test-queue3,0.000000,8.000000
121,test-department,16.000000,16.000000
122,test-department,16.000000,16.000000
122,test-queue1,16.000000,0.000000
122,test-queue2,0.000000,8.000000
122,test-queue3,0.000000,8.000000
123,test-queue1,16.000000,0.000000
123,test-queue2,0.000000,8.000000
123,test-queue3,0.000000,8.000000
123,test-department,16.000000,16.000000
124,test-queue1,16.000000,0.000000
124,test-queue2,0.000000,8.000000
124,test-queue3,0.000000,8.000000
124,test-department,16.000000,16.000000
125,test-queue2,0.000000,8.000000
125,test-queue3,0.000000,8.000000
125,test-department,16.000000,16.000000
125,test-queue1,16.000000,0.000000
126,test-queue3,0.000000,8.000000
126,test-department,16.000000,16.000000
126,test-queue1,16.000000,0.000000
126,test-queue2,0.000000,8.000000
127,test-department,16.000000,16.000000
127,test-queue1,16.000000,0.000000
127,test-queue2,0.000000,8.000000
127,test-queue3,0.000000,8.000000
128,test-queue2,0.000000,8.000000
128,test-queue3,0.000000,8.000000
128,test-department,16.000000,16.000000
128,test-queue1,16.000000,0.000000
129,test-queue1,16.000000,0.000000
129,test-queue2,0.000000,8.000000
129,test-queue3,0.000000,8.000000
129,test-department,16.000000,16.000000
130,test-queue2,0.000000,8.000000
130,test-queue3,0.000000,8.000000
130,test-department,16.000000,16.000000
130,test-queue1,16.000000,0.000000
131,test-department,16.000000,16.000000
131,test-queue1,16.000000,0.000000
131,test-queue2,0.000000,8.000000
131,test-queue3,0.000000,8.000000
132,test-queue2,0.000000,8.000000
132,test-queue3,0.000000,8.000000
132,test-department,16.000000,16.000000
132,test-queue1,16.000000,0.000000
133,test-queue3,0.000000,8.000000
133,test-department,16.000000,16.000000
133,test-queue1,16.000000,0.000000
133,test-queue2,0.000000,8.000000
134,test-queue3,0.000000,8.000000
134,test-department,16.000000,16.000000
134,test-queue1,16.000000,0.000000
134,test-queue2,0.000000,8.000000
135,test-queue1,16.000000,0.000000
135,test-queue2,0.000000,8.000000
135,test-queue3,0.000000,8.000000
135,test-department,16.000000,16.000000
136,test-queue1,16.000000,0.000000
136,test-queue2,0.000000,8.000000
136,test-queue3,0.000000,8.000000
136,test-department,16.000000,16.000000
137,test-queue1,16.000000,0.000000
137,test-queue2,0.000000,8.000000
137,test-queue3,0.000000,8.000000
137,test-department,16.000000,16.000000
138,test-queue3,0.000000,8.000000
138,test-department,16.000000,16.000000
138,test-queue1,16.000000,0.000000
138,test-queue2,0.000000,8.000000
139,test-queue2,0.000000,8.000000
139,test-queue3,0.000000,8.000000
139,test-department,16.000000,16.000000
139,test-queue1,16.000000,0.000000
140,test-queue2,0.000000,8.000000
140,test-queue3,0.000000,8.000000
140,test-department,16.000000,16.000000
140,test-queue1,16.000000,0.000000
141,test-queue3,0.000000,8.000000
141,test-department,16.000000,16.000000
141,test-queue1,16.000000,0.000000
141,test-queue2,0.000000,8.000000
142,test-queue1,16.000000,0.000000
142,test-queue2,0.000000,8.000000
142,test-queue3,0.000000,8.000000
142,test-department,16.000000,16.000000
143,test-department,16.000000,16.000000
143,test-queue1,16.000000,0.000000
143,test-queue2,0.000000,8.000000
143,test-queue3,0.000000,8.000000
144,test-department,16.000000,16.000000
144,test-queue1,16.000000,0.000000
144,test-queue2,0.000000,8.000000
144,test-queue3,0.000000,8.000000
145,test-department,16.000000,16.000000
145,test-queue1,16.000000,0.000000
145,test-queue2,0.000000,8.000000
145,test-queue3,0.000000,8.000000
146,test-department,16.000000,16.000000
146,test-queue1,16.000000,0.000000
146,test-queue2,0.000000,8.000000
146,test-queue3,0.000000,8.000000
147,test-queue3,0.000000,8.000000
147,test-department,16.000000,16.000000
147,test-queue1,16.000000,0.000000
147,test-queue2,0.000000,8.000000
148,test-queue2,0.000000,8.000000
148,test-queue3,0.000000,8.000000
148,test-department,16.000000,16.000000
148,test-queue1,16.000000,0.000000
149,test-queue3,0.000000,8.000000
149,test-department,16.000000,16.000000
149,test-queue1,16.000000,0.000000
149,test-queue2,0.000000,8.000000
150,test-queue1,16.000000,0.000000
150,test-queue2,0.000000,8.000000
150,test-queue3,0.000000,8.000000
150,test-department,16.000000,16.000000
151,test-department,16.000000,16.000000
151,test-queue1,16.000000,0.000000
151,test-queue2,0.000000,8.000000
151,test-queue3,0.000000,8.000000
152,test-queue1,16.000000,0.000000
152,test-queue2,0.000000,8.000000
152,test-queue3,0.000000,8.000000
152,test-department,16.000000,16.000000
153,test-queue2,0.000000,8.000000
153,test-queue3,0.000000,8.000000
153,test-department,16.000000,16.000000
153,test-queue1,16.000000,0.000000
154,test-queue1,16.000000,0.000000
154,test-queue2,0.000000,8.000000
154,test-queue3,0.000000,8.000000
154,test-department,16.000000,16.000000
155,test-department,16.000000,16.000000
155,test-queue1,16.000000,0.000000
155,test-queue2,0.000000,8.000000
155,test-queue3,0.000000,8.000000
156,test-department,16.000000,16.000000
156,test-queue1,16.000000,0.000000
156,test-queue2,0.000000,8.000000
156,test-queue3,0.000000,8.000000
157,test-queue1,16.000000,0.000000
157,test-queue2,0.000000,8.000000
157,test-queue3,0.000000,8.000000
157,test-department,16.000000,16.000000
158,test-department,16.000000,16.000000
158,test-queue1,16.000000,0.000000
158,test-queue2,0.000000,8.000000
158,test-queue3,0.000000,8.000000
159,test-queue3,0.000000,8.000000
159,test-department,16.000000,16.000000
159,test-queue1,16.000000,0.000000
159,test-queue2,0.000000,8.000000
160,test-queue1,16.000000,0.000000
160,test-queue2,0.000000,8.000000
160,test-queue3,0.000000,8.000000
160,test-department,16.000000,16.000000
161,test-queue1,16.000000,0.000000
161,test-queue2,0.000000,8.000000
161,test-queue3,0.000000,8.000000
161,test-department,16.000000,16.000000
162,test-queue2,0.000000,8.000000
162,test-queue3,0.000000,8.000000
162,test-department,16.000000,16.000000
162,test-queue1,16.000000,0.000000
163,test-queue1,16.000000,0.000000
163,test-queue2,0.000000,8.000000
163,test-queue3,0.000000,8.000000
163,test-department,16.000000,16.000000
164,test-department,16.000000,16.000000
164,test-queue1,16.000000,0.000000
164,test-queue2,0.000000,8.000000
164,test-queue3,0.000000,8.000000
165,test-queue1,16.000000,0.000000
165,test-queue2,0.000000,8.000000
165,test-queue3,0.000000,8.000000
165,test-department,16.000000,16.000000
166,test-department,16.000000,16.000000
166,test-queue1,16.000000,0.000000
166,test-queue2,0.000000,8.000000
166,test-queue3,0.000000,8.000000
167,test-queue1,16.000000,0.000000
167,test-queue2,0.000000,8.000000
167,test-queue3,0.000000,8.000000
167,test-department,16.000000,16.000000
168,test-queue1,16.000000,0.000000
168,test-queue2,0.000000,8.000000
168,test-queue3,0.000000,8.000000
168,test-department,16.000000,16.000000
169,test-queue2,0.000000,8.000000
169,test-queue3,0.000000,8.000000
169,test-department,16.000000,16.000000
169,test-queue1,16.000000,0.000000
170,test-queue3,0.000000,8.000000
170,test-department,16.000000,16.000000
170,test-queue1,16.000000,0.000000
170,test-queue2,0.000000,8.000000
171,test-department,16.000000,16.000000
171,test-queue1,16.000000,0.000000
171,test-queue2,0.000000,8.000000
171,test-queue3,0.000000,8.000000
172,test-queue3,0.000000,8.000000
172,test-department,16.000000,16.000000
172,test-queue1,16.000000,0.000000
172,test-queue2,0.000000,8.000000
173,test-department,16.000000,16.000000
173,test-queue1,16.000000,0.000000
173,test-queue2,0.000000,8.000000
173,test-queue3,0.000000,8.000000
174,test-queue1,16.000000,0.000000
174,test-queue2,0.000000,8.000000
174,test-queue3,0.000000,8.000000
174,test-department,16.000000,16.000000
175,test-department,16.000000,16.000000
175,test-queue1,16.000000,0.000000
175,test-queue2,0.000000,8.000000
175,test-queue3,0.000000,8.000000
176,test-department,16.000000,16.000000
176,test-queue1,16.000000,0.000000
176,test-queue2,0.000000,8.000000
176,test-queue3,0.000000,8.000000
177,test-queue2,0.000000,8.000000
177,test-queue3,0.000000,8.000000
177,test-department,16.000000,16.000000
177,test-queue1,16.000000,0.000000
178,test-department,16.000000,16.000000
178,test-queue1,16.000000,0.000000
178,test-queue2,0.000000,8.000000
178,test-queue3,0.000000,8.000000
179,test-queue2,0.000000,8.000000
179,test-queue3,0.000000,8.000000
179,test-department,16.000000,16.000000
179,test-queue1,16.000000,0.000000
180,test-queue2,0.000000,8.000000
180,test-queue3,0.000000,8.000000
180,test-department,16.000000,16.000000
180,test-queue1,16.000000,0.000000
181,test-queue3,0.000000,8.000000
181,test-department,16.000000,16.000000
181,test-queue1,16.000000,0.000000
181,test-queue2,0.000000,8.000000
182,test-queue2,0.000000,8.000000
182,test-queue3,0.000000,8.000000
182,test-department,16.000000,16.000000
182,test-queue1,16.000000,0.000000
183,test-queue1,16.000000,0.000000
183,test-queue2,0.000000,8.000000
183,test-queue3,0.000000,8.000000
183,test-department,16.000000,16.000000
184,test-queue3,0.000000,8.000000
184,test-department,16.000000,16.000000
184,test-queue1,16.000000,0.000000
184,test-queue2,0.000000,8.000000
185,test-queue1,16.000000,0.000000
185,test-queue2,0.000000,8.000000
185,test-queue3,0.000000,8.000000
185,test-department,16.000000,16.000000
186,test-department,16.000000,16.000000
186,test-queue1,16.000000,0.000000
186,test-queue2,0.000000,8.000000
186,test-queue3,0.000000,8.000000
187,test-queue3,0.000000,8.000000
187,test-department,16.000000,16.000000
187,test-queue1,16.000000,0.000000
187,test-queue2,0.000000,8.000000
188,test-queue1,16.000000,0.000000
188,test-queue2,0.000000,8.000000
188,test-queue3,0.000000,8.000000
188,test-department,16.000000,16.000000
189,test-queue3,0.000000,8.000000
189,test-department,16.000000,16.000000
189,test-queue1,16.000000,0.000000
189,test-queue2,0.000000,8.000000
190,test-department,16.000000,16.000000
190,test-queue1,16.000000,0.000000
190,test-queue2,0.000000,8.000000
190,test-queue3,0.000000,8.000000
191,test-queue3,0.000000,8.000000
191,test-department,16.000000,16.000000
191,test-queue1,16.000000,0.000000
191,test-queue2,0.000000,8.000000
192,test-queue3,0.000000,8.000000
192,test-department,16.000000,16.000000
192,test-queue1,16.000000,0.000000
192,test-queue2,0.000000,8.000000
193,test-queue1,16.000000,0.000000
193,test-queue2,0.000000,8.000000
193,test-queue3,0.000000,8.000000
193,test-department,16.000000,16.000000
194,test-queue1,16.000000,0.000000
194,test-queue2,0.000000,8.000000
194,test-queue3,0.000000,8.000000
194,test-department,16.000000,16.000000
195,test-queue1,16.000000,0.000000
195,test-queue2,0.000000,8.000000
195,test-queue3,0.000000,8.000000
195,test-department,16.000000,16.000000
196,test-queue1,16.000000,0.000000
196,test-queue2,0.000000,8.000000
196,test-queue3,0.000000,8.000000
196,test-department,16.000000,16.000000
197,test-department,16.000000,16.000000
197,test-queue1,16.000000,0.000000
197,test-queue2,0.000000,8.000000
197,test-queue3,0.000000,8.000000
198,test-department,16.000000,16.000000
198,test-queue1,16.000000,0.000000
198,test-queue2,0.000000,8.000000
198,test-queue3,0.000000,8.000000
199,test-queue2,0.000000,8.000000
